oclc,AuthorName,AuthorDates,Title,PubLocation,PubDate,Format,VolumeStatement,paratextTitleControlled,EpigraphBoolean,NarrativeForm,NarrativeFormAdditional,NonProseForms,InscriptionBoolean,MarginaliaBoolean,TranslationClaim,TitleOtherWorks,TitleNouns,TitleAdjectives,TitlePlaces,TitleNames,TitleVerbs,TitleObjects,TitleAdverbs,Cataloger
276078,,,"Memoirs of the Bashaw Count Bonneval, from his birth to his death: shewing, the motives which induced him to quit the services and dominions of France; his entrance into and sudden rise in the Imperial armies; his exploits in Italy, Hungary, &c. His quarrel with the Marquis de Prie, and its consequences; the true cause of his disgrace at the court of Vienna; and the reasons which occasioned him to seek an asylum amongst the Turks; with his various fortunes, while in the service of the porte. Interpreted throughout with an entertaining diversity of secret intrigues, amorous adventures, military and political achievements, being, in effect, the secret history of Europe for the best part of the current century.",London,1750,Octavo,,Preface,0,Epistolary,First-person,,0,0,,,"Memoir, birth, death, motive, service, dominion, entrance, rise, army, exploit, quarrel, consequence, cause, disgrace, court, reason, asylum, Turk, fortune, service, porte, diversity, intrigue, adventure, achievement, history, part, century","Bashaw, sudden, Imperial, true, various, entertaining, secret, amorous, military, political, secret, best, current","France, Italy, Hungary, Vienna, Europe","Count Bonneval, Marquis de Prie",,,,
276080,"Defoe, Daniel,",1661?-1731.,,London,1720,Octavo,,Preface,0,,,,0,0,,,"Memoirs, cavalier, military, journal, wars, gentleman, army, king, death, rebellion","English, glorious, royal","Germany, England, Sweden","Gustavus Adolphus, King Charles the First",,,,
276081,,,"Love upon tick: or, implicit gallantry. Exemplified, in some merry memoirs of the rise and progress of an extraordinary and occasional amour. In which the whole mechanism of that passion is expos'd, and made obvious to the meanest capacity.",London,1724,Octavo,,"Dedication, Preface",1,Epistolary,Third-person,,0,0,,,"love, tick, gallantry, memoir, rise, progress, amour, mechanism, passion, capacity","implicit, merry, extraordinary, occasional, whole, obvious, meanest",,,,,,
276082,"Jenner, Charles,",1736-1774.,"Letters from Altamont in the capital, to his friends in the country.",London,1767,Octavo,,Introduction,1,Epistolary,,,1,0,,,"letter, capital, friend, country",,,Altamont,,,,
276083,,,Learning loss amour Mr. Pedant  Miss Hartley,London,1778,Octavo,In two volumes.,"Dedication, Preface",1,Epistolary,Poem,,0,0,,,,,,,,,,
276085,"Fagnan, Marie-Antoinette,",d. ca. 1770.,"Kanor, a tale. Translated from the Savage.",London,1750,Duodecimo,,Preface,0,Third-person,,,0,0,Translation,,tale,savage,,"Kanor, ",,,,
276088,"Rowe, Elizabeth Singer,",1674-1737.,"Friendship in death; in twenty letters from the dead to the living. To which are added, letters moral and entertaining, in prose and verse. In three parts. By Mrs. Elizabeth Rowe. London: Printed for Henry Lintot. MDCCL.",London,1750,Octavo,In three parts.,"Dedication, Preface",0,,,,0,0,,,"friendship, death, letter, dead, living, letter, prose, verse, part","moral, entertaining",London,"Mrs. Elizabeth Rowe, Henry Lintot",,,,
276089,,,"Fanny: or, the amours of a west-country lady. Contained in a series of genuine letters. Interspersed with some entertaining particulars, during her travels abroad. In two volumes. Vol. I.",London,1755,Duodecimo,In two volumes.,,0,Epistolary,,,0,0,,,"amour, lady, series, letter, particulars, travel, amour, lady, series, letter, particulars, travel","west-country, genuine, some, entertaining, abroad, west-country, genuine, some, entertaining, abroad",,"Fanny, Fanny",,,,
276099,"Argens, Jean-Baptiste de Boyer,",1704-1771.,"Chinese letters. Being a philosophical, historical, and critical correspondence between a Chinese traveller at Paris, and his countrymen in China, Muscovy, Persia, and Japan.  Translated from the originals into French, by the Marquis d'Argens, author of the Lettres Juives, or Jewish Spy; and now done into English.",London,1741,Duodecimo,,"Index, Dedication, Preface",0,Epistolary,,,0,0,Translation,,"letters, correspondence, traveller, countrymen, original, Marquis, author, Lettres Juives, spy","Chinese, philosophical, historical, critical, French, Jewish, English","Paris, China, Muscovy, Persia, Japan",Marquis d'Argens,,,,
276107,Petronius Arbiter.,,"The works of Petronius Arbiter, in prose and verse. Translated from the original Latin. By Mr. Addison. To which are preix'd the Life of Petronius, done from the Latin.: And a character of his writings by Monsieur St. Evremont.",London,1736,Duodecimo,,"About the author, Character information, Preface",1,First-person,Verse,,0,0,Translation,,"work, prose, verse, Life, Latin, character, writing","original, Latin",,"Petronius Arbiter, , Mr. Addison, , Petronius, , Monsieur St. Evremont, ",,,,
276115,"Manley,",1663-1724.,The power of love: in seven novels viz. I. The fair hypocrite. II. The physician's strategem. III. The wife's resentment. IV. V. The husband's resentment. In two examples. VI. The happy fugitives. VII. The perjur'd beauty. Never before published. By Mrs. Manley,London,1720,Octavo,,Dedication,0,First-person,Epistolary,,0,0,,,"power, love, novel, hypocrite, physician, strategem, wife, resentment, husband, resentment, example, fugitive, beauty","seven, fair, two, happy, perjur'd",,"Mrs. Manley, ",,,,
276116,,,"The nominal husband: or, the distress'd innocence. A true secret history, taken from an old Saxon manuscript, found among the papers of a late noble antiquarian, modernised for the service of the youth of both sexes.",London,1750,Duodecimo,,Preface,1,Third-person,,,0,0,,,"husband, innocence, history, antiquarian, service, youth, sex","nominal, distress'd, true, secret, old, Saxon, late, noble, modernised, both",,,,"manuscript, , paper",,
276117,"Thistlethwaite, James,",b. 1751.,The man of experience.,London,1778,Duodecimo,In two volumes.,"Dedication, Errata",0,First-person,Third-person,Verse,0,0,,,"Man, Experience, Adventure, Volume, Mr.",,,"Honorius, Mr. Thistlethwaite",,,,AFD 06/16/2011
276118,"Terrasson, Jean,",1670-1750.,The life of Sethos. Taken from the private memoirs of the ancient Egyptians. Translated from a Greek manuscript into French. And now faithfully done into English from the Paris edition; by Mr. Lediard. In two volumes. Vol. I.,London,1732,Octavo,In two volumes.,"Preface, Licence",0,,,,0,0,Translation,,"life, memoir, Egyptian, manuscript, life, memoir, Egyptian, manuscript","private, ancient, Greek, French, English, edition, private, ancient, Greek, French, English, edition","Paris, , Paris, ","Sethos, , Mr. Lediard, , Sethos, , Mr. Lediard, ",,,,
276120,"Green, George Smith,",d. 1762.,"The life of Mr. John Van, a clergyman's son, of Woody, in Hampshire. Being a series of many extraordinary events, and surprizing vicissitudes: in which are shewn, among a great number of singular and merry occurrences, his entrance into the army as a trooper; his bravery against the rebels; his marriage with an heiress of eight hundred pounds a year, at St. Ive's in Huntingdonshire; his conduct in high life, his favours from fortune and reduction to poverty. Written by his friend and acquaintance, G.S. Green. In two volumes. Vol. I. ( Price 6s. Bound)",London,1750,Duodecimo,In two volumes,"Table of contents, Table of contents",0,Third-person,"Poem(s), Dialogue",,0,0,,,"life, clergyman, son, series, event, vicissitude, number, occurrence, entrance, army, trooper, bravery, rebels, marriage, heiress, pound, year, conduct, life, favour, fortune, reduction, poverty, friend, acquaintance, Price, life, clergyman, son, series, event, vicissitude, number, occurrence, entrance, army, trooper, bravery, rebels, marriage, heiress, pound, year, conduct, life, favour, fortune, reduction, poverty, friend, acquaintance, Price","many, extraordinary, surprizing, great, singular, merry, eight, hundred, high, 6s., many, extraordinary, surprizing, great, singular, merry, eight, hundred, high, 6s.","Woody, , Hampshire, , Woody, , Hampshire, ","Mr. John Van, , St. Ive's, , Huntingdonshire, , G.S. Green, , Mr. John Van, , St. Ive's, , Huntingdonshire, , G.S. Green, ",,,,
276121,,,"The life and adventures of Mrs. Christian Davies, the British Amazon, commonly call'd Mother Ross; who served as a foot-soldier and dragoon, in severa campaigns, under King William and the late Duke of Marlborough; containing variety of transactions both serious and diverting: Wherein she gave surprising proofs of courage, strength, and dexterity in handling all sorts of weapons, rarely to be met with in the contrary sex; for which, besides being otherwise rewarded, she was made a pensioner of Chelsea College, by Queen Anne, where her husband now is a serjeant, and she continued to her death. The whole taken from her own mouth, and known to be true by many noblemen, generals, and other officers, &c. mentioned in her life, and still living, who served in those wars at the same time, and were witnesses of her uncommon martial bravery.",London,1741,Octavo,,"Table of contents, Table of contents, Table of contents, Preface, To the reader, Appendix",0,,,,0,0,,,"life, adventure, Amazon, foot-soldier, dragoon, campaign, variety, transaction, proofs, courage, strength, dexterity, weapon, sex, pensioner, husband, serjeant, death, whole, mouth, true, noblemen, general, officer, life, war, time, witness, bravery","British, several, late, serious, diverting, surprising, rarely, contrary, many, same, uncommon, martial","Chelsea College, ","Mrs. Christian Davies, , Mother Ross, , King William, , Duke of Marlborough, , Queen Anne, ",,,,
276122,"Kimber, Edward,",1719-1769.,The life and adventures of Joe Thompson. A narrative founded on fact. Written by himself. In two volumes.,London,1750,Duodecimo,In two volumes.,"Table of contents, Preface, Errata",1,First-person,Letters,,0,0,,,"life, adventure, narrative, fact",,,"Joe Thompson, ",,,,
276123,,,"The history of Tom Jones the foundling, in his married state. -Utile dulci.",London,1750,Duodecimo,,"Table of contents, Dedication, Preface, Errata",0,Third-person,"Letters, First-person",Poem(s),0,0,,,"history, foundling, state",married,,"Tom Jones, ",,,,
276124,"Bond, William,",d. 1735.,"The history of the life and adventures of Mr. Duncan Campbell, a gentleman, who, tho' deaf and dumb, writes down any stranger's name at first sight; with their future contingencies of fortune. Now living in Exeter Court over-against the Savoy in the Strand.",London,1720,Octavo,,"To the reader, Letter, Introduction, Appendix, Table of contents",1,"First-person, Third-person",Letters,,0,0,,,"history, life, adventure, gentleman, stranger, name, first, sight, contingency, fortune","deaf, dumb, future","Exeter Court, , the Savoy, , the Strand, ","Mr. Duncan Campbell, ",,,,
276126,"Bond, William,",d. 1735.,"The history of the life and adventures of Mr. Duncan Campbell, a gentleman, who tho' deaf and dumb, writes down any stranger's name at first sight: with their future contingencies of fortune. Now living in Exeter Court over-against the Savoy in the Strand.",London,1720,Octavo,,"Table of contents, To the reader, Letter, Introduction, Appendix",1,"First-person, Third-person",Letters,,0,0,,,"history, life, adventure, gentleman, stranger, name, first, sight, contingency, fortune","deaf, dumb, future","Exeter Court, , the Savoy, , the Strand, ","Mr. Duncan Campbell, ",,,,
276127,,,"The history of Sir William Harrington. Written some years since, and revised and corrected by the late Mr Richardson, author of Sir Charles grandison, Clarissa, &c. In four volumes. Vol. I. The second edition.",London,1772,Duodecimo,In four volumes,"Preface, Table of contents, Character information, Table of contents, Table of contents, Table of contents",1,Epistolary,,,0,0,,,"History, Sir, Year, Mr, Author, Volume, Edition","Some, Late",,"Sir William Harrington, Mr Richardson, Sir Charles Grandison, Clarissa","Write, Revise, Correct",,,AFD 06/06/2011
276128,,,The history of Eliza Warwick. In two volumes. Vol. I.,Dublin,1778,Duodecimo,In two volumes.,Dedication,1,Epistolary,,,0,1,,,"History, Volume",Two,,Eliza Warwick,,,,MJR 6/16/11
276130,"Scott, Sarah,",1723-1795.,The history of Cornelia.,London,1750,Duodecimo,,Advertisement,0,"First-person, Third-person",,,0,0,,,history,,,"Cornelia, ",,,,
276131,,,"The history of Charlotte Summers, the fortunate parish girl. The second edition corected. In two volumes. Vol. I.",London,1750,Duodecimo,In two volumes.,,0,First-person,,,0,0,,,"history, parish, girl, history, parish, girl","fortunate, fortunate",,"Charlotte Summers, , Charlotte Summers, ",,,,
276133,,,The history of Don Alphonso Blas,London,1741,Duodecimo,,Table of contents,0,First-person,,,0,0,Translation,,"history, history, adventure, son, original",Spanish,,"Don Alphonso Blas, , Don Alphonso Blas de Lirias, , Gil Blas of Santillane, ",,,,
276135,Young lady.,,The history of Lucy Cleveland.,London,1778,Duodecimo,,"Preface, Preface",0,Epistolary,,,0,0,,,"history, example, history, lady, example, history, lady","young, young",,"Lucy Cleveland, , Lucy Cleveland, , Lucy Cleveland, ",,,,
276136,"Lyttelton, George Lyttelton,",1709-1773.,The court-secret: a melancholy truth. Now first translated from the original Arabic. By an adept in the Oriental tongues. ( Price one shilling.),London,1741,Octavo,,To the reader,0,Third-person,First-person,,0,0,Translation,,"court-secret, truth, tongue, price, shilling","melancholy, original, Arabic, adept, Oriental",,,,,,
276139,,,"The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. Vol. I. The second edition.",London,1750,Duodecimo,,Preface,0,Third-person,First-person,,0,0,,,"adventure, amour, world, adventure, amour, world","many, real, modern, polite, many, real, modern, polite",,"Mr. Loveill, , Mr. Loveill, ",,,,
276140,,,"The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. Vol. I.",London,1750,Duodecimo,,Preface,0,Third-person,First-person,,0,0,,,"adventure, amour, world, adventure, amour, world","many, real, modern, polite, many, real, modern, polite",,"Mr. Loveill, , Mr. Loveill, ",,,,
276156,"Defoe, Daniel,",1661?-1731.,Serious reflections during the life and surprising adventures of Robinson Crusoe: with his vision of the angelick world. Written by himself.,London,1720,Octavo,,"Preface, Introduction",0,First-person,Poem(s),,0,0,,,"reflection, life, adventure, vision, world","serious, surprising, angelick",,Robinson Crusoe,,,,
276157,"Lambert de Saumery, Pierre,",b. ca. 1690.,"The devil turn'd hermit, or, the adventures of Astaroth banish'd from hell. A satirical romance. Exposing, with great variety of humour, in a series of conversations between that demon and the author, -- The scandalous frauds, lewd amours, and devout mockery of the monks and nuns; the intrigues of courts; the ambition, avarice, and cruelty of ministers; the insincerity, luxury, prostitution, and ingratitude of many private characters; with other capital vices of the present age. Founded chiefly on real facts, and interspersed with the portraits and secret history of most of the considerable persons that have lived in Europe within these thirty years past. Translated from the original French of Mr. de M * * *.",London,1741,Duodecimo,,"To the reader, Errata, Table of contents, Advertisement, Preface, Preface, Preface, Table of contents",0,First-person,"Third-person, Poem(s)",,0,1,Translation,,"devil, hermit, adventures, romance, variety, humour, series, conversations, demon, author, frauds, amours, mockery, monks, nuns, courts, ambition, avarice, cruelty, ministers, insincerity, luxury, prostitution, ingratitude, characters, vices, age, facts, portraits, history, persons, years, devil, hermit, adventures, romance, variety, humour, series, conversations, demon, author, frauds, amours, mockery, monks, nuns, courts, ambition, avarice, cruelty, ministers, insincerity, luxury, prostitution, ingratitude, characters, vices, age, facts, portraits, history, persons, years, volume","satirical, great, scandalous, lewd, devout, intrigues, private, capital, present, real, secret, most, considerable, thirty, past, original, French, satirical, great, scandalous, lewd, devout, intrigues, private, capital, present, real, secret, most, considerable, thirty, past, original, French","hell, Europe, hell, Europe","Astaroth, Mr. de M * * *, Astaroth",,,,
276158,"Le Noble, Eustache,",1643-1711.,"Pure love: a novel. Being the history of the Princess Zulima, the beautiful daughter of the Sultan of Egypt. Containing, I. Her love for the Prince of Westphalia, who was taken prisoner by the Turks, and made a slave. II. Evaristus his companion, his story of the Prince of Westphalia their engagement with some Corsairs, or Pyrates; their shipwreck, and arrival at the Christian army giving a full account of the battle. III. Mustapha, the grand vizier, his love for Zulima. IV. The sultan's love for Leonora, &c. Translated from the French of Monsieur Le Noble.",London,1750,,,Preface,0,Third-person,Letters,,0,0,Translation,,"love, novel, history, daughter, Sultan, love, prisoner, Turk, slave, companion, story, engagement, shipwreck, arrival, army, account, battle, vizier, love, sultan, love","pure, beautiful, some, Christian, full, grand, French","Egypt, Westphalia","Princess Zulima, Prince of Westphalia, Evaristus, Corsair, Pyrate, Mustapha, Zulima, Leonora, Monsieur Le Noble",,,,
276159,"Rabelais, FrancÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒ_ois,",ca. 1490-1553?,"The works of Francis Rabelais, M.D. The second book. Formerly translated by Sir Thomas Urquart, M.D. and explained by Mr. Motteux; since carefully revised, and compared throughout with M. le Du Chat's edition, by Mr. Ozell, who has likewise added, at the bottom of the pages, a translation of the notes, historical, critical and explanatory, of the said M. le Du Chat, and others: in which notes, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best editions of this learned and facetious author. A new edition, with improvements, and an intire new set of cuts.",London,1750,Duodecimo,,"To the reader, Prologue, Preface, Preface, Preface, Dedication, Letter, Dedication, Letter",0,,,,0,0,,,"work, book, edition, bottom, translation, note, other, note, text, place, edition, author, edition, improvement, set, cut, work, book, edition, bottom, translation, note, other, note, text, place, edition, author, edition, improvement, set, cut, work, book, edition, bottom, translation, note, other, note, text, place, edition, author, edition, improvement, set, cut, work, book, edition, bottom, translation, note, other, note, text, place, edition, author, edition, improvement, set, cut","historical, critical, explanatory, multitude, first, best, learned, facetious, new, intire, new, historical, critical, explanatory, multitude, first, best, learned, facetious, new, intire, historical, critical, explanatory, multitude, first, best, learned, facetious, new, intire, new, historical, critical, explanatory, multitude, first, best, learned, facetious, new, intire, new",,"Francis Rabelais, M.D., Sir Thomas Urquart, M.D., Mr. Motteux, M. le Du Chat, Mr. Ozell, M. le Du Chat, Francis Rabelais, M.D., Sir Thomas Urquart, M.D., Mr. Motteux, M. le Du Chat, Mr. Ozell, M. le Du Chat, Francis Rabelais, M.D., Sir Thomas Urquart, M.D., Mr. Motteux, M. le Du Chat, Mr. Ozell, M. le Du Chat, Francis Rabelais, M.D., Sir Thomas Urquart, M.D., Mr. Motteux, M. le Du Chat, Mr. Ozell, M. le Du Chat, ",,"page, page, , page, page",,
340844,,,"The advantages of deliberation; or, the folly of indiscretion. In two volumes. Vol. I.",London,1772,Duodecimo,In two volumes.,,1,Epistolary,,,0,1,,,"Advantage, Deliberation, Folly, Indiscretion, Volume, Vol",,,,,,,AFD 6/2/2011
340846,"Bridges, Thomas,",fl. 1759-1775.,The adventures of a bank-note. Vol. I.,London,1770,Octavo,In two volumes.,Footnote,1,First-person,,Verse,1,0,,,"Adventure, Bank-note, Volume",Two,,,,Bank-note,,AFD 5/24/11 Swarthmore College
340848,"Mackenzie, Henry,",1745-1831.,The man of feeling.,London,1771,Duodecimo,,Introduction,0,First-person,,,1,0,,,"Man, Feeling",,,,,,,AFD 5/24/2011 Swarthmore College
340911,,,"The adventures of a cork-screw; in which, under the pleasing method of a romance, the vices, follies and manner of the present age are exhibited and satirically delineated. Interspersed with striking anecdotes, characters and actions of persons in real-life; all drawn to promote virtue, expose vice, and laugh folly out of countenance.",London,1775,Duodecimo,,"Introduction, Table of contents",1,First-person,Letters,,1,0,,,"Adventure, Cork-screw, Method, Romance, Vice, Folly, Mannder, Age, Anecdote, Character, Action, Person, Real-life, Life, Virtue, Countenance","Pleasing, Present, Striking, Real",,,"Exhibit, Delineate, Intersperse, Draw, Expose, Laugh",Cork-screw,Satirically,AFD 06/20/2011
341318,"Smollett, Tobias George,",1721-1771.,The adventures of Roderick Random. In two volumes. Vol. I. The eighth edition.,London,1770,Duodecimo,In two volumes,"Preface, Apologue, Table of contents, Table of contents",1,First-person,Letters,,0,1,,,"Adventure, Volume, Edition","Two, Eighth",,Roderick Random,,,,AFD 05/23/2011 Swarthmore College
341332,,,"The affected indifference, a novel. Vol. I.",London,1771,Duodecimo,,,0,Epistolary,,,1,0,,,"Indifference, Novel, Volume, Indifference, Novel, Volume","Affected, Affected",,,,,,MR 5/27/11 Swarthmore College
341336,,,Anecdotes of a convent. By the author of Memoirs of Mrs. Williams. In three volumes. Vol. I.,London,1771,Octavo,In three volumes.,"Preface, Footnote",0,Epistolary,,,0,0,,,"Anecdote, Convent, Author, Memoir, Volume, Mrs.",,,Mrs. Williams,,,,MR 5/27/11 Swarthmore College
341340,,,"Arabian nights entertainments: consisting of one thousand and one stories, told by the Sultaness of the Indies to divert the Sultan from the execution of a bloody vow he had made to marry a lady every day, and have her head cut off next morning, to avenge himself for the disloyalty of his first Sultaness, &c. Containing a better account of the customs, manners, and religion of the Eastern nations, viz. Tartars, Persians, and Indians, than is to be met with in any author hitherto published. Translated into French from the Arabian MSS. by M. Galland, of the Royal Academy; and now done into English from the last Paris edition. The thirteenth edition. Vol. I.",London,1772,Duodecimo,,"Official note, Dedication, Preface, Table of contents, Table of contents, Table of contents, Table of contents, Advertisement",0,Third-person,First-person,,1,0,Translation,,"Night, Entertainment, Thousand, Story, Sultaness, Sultan, Execution, Vow, Lady, Day, Head, Morning, Himself, Disloyalty, Account, Custom, Manner, Religion, Nation, Tartar, Persian, Indian, Author, French, Arabian, M., Academy, English, Edition","Arabian, One thousand and one, Bloody, Next, First, Better, Eastern, Royal, Now, Last, Thirteenth","Indies, Paris",M. Galland,"Consist, Tell, Divert, Marry, Cut, Avenge, Contain, Meet, Publish, Translate, Do",,"Every, Hitherto",MJR 6/6/11
341342,"Potter, John,",fl. 1754-1804.,"The history of the adventures of Arthur O'Bradley, &c. A novel. By John Potter. The second edition. Vol. I.",London,1771,Duodecimo,,"Table of contents, Table of contents",1,Third-person,First-person,,0,0,,,"History, Adventure, Novel, Edition, Vol",,,"Arthur O'Bradley, John Potter",,Novel,,AFD 6/1/11
341344,,,"The Birmingham counterfeit; or, invisible spectator.",London,1772,Duodecimo,In two volumes.,"Preface, Table of contents, Table of contents",1,First-person,,,1,0,,,"Counterfeit, Spectator, Romance, Volume","Invisible, Sentimental, Two",Birmingham,,,Counterfeit,,NA 6/3/11
341348,"Mouhy, Charles de Fieux,",1701-1784.,"The busy body; Or, successful spy. Being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprizing, even to rashness; which unhappy faculties, nevertheless, instead of ruining, raised him from the lowest obscurity, to a most splendid fortune. Interspers'd with several humorous stories. The whole containing a great variety of adventures, equally instructive and diverting. Vol. I.",Dublin,1770,Duodecimo,,"Preface, Preface",0,First-person,Letters,,0,0,,,"Busy-body, Spy, History, Mons., Man, Rashness, Faculty, Obscurity, Fortune, Story, Whole, Variety, Adventure, Vol.","Successful, Entertaining, Infinitely, Inquisitive, Enterprising, Unhappy, Lowest, Most, Splendid, Several, Humorous, Great, Equally, Instructive, Diverting",,Mons. Bigand,"Be, Ruin, Raise, Intersperse, Contain",,,AFD 5/20/11 Swarthmore College
341350,Young Gentleman of Oxford.,,"The cautious lover: or, the history of Lord Woburn. By a young gentleman of Oxford. In two volumes. Vol. I.",Dublin,1773,Duodecimo,In two volumes.,,0,Epistolary,,,0,1,,,"Lover, History, Lord, Gentleman, Volume","Cautious, Young",Oxford,Lord Woburn,,,,AFD 06/07/2011 Swarthmore College
341351,"Pratt,",1749-1814.,Charles and Charlotte. In two volumes. Vol. I.,London,1777,Octavo,In two volumes.,Dedication,1,Epistolary,,,0,0,,,Volume,,,"Charles, Charlotte",,,,AFD 06/16/2011
341355,,,Charles.  A novel.  Vol. I.,London,1779,Duodecimo,In two volumes.,,0,Epistolary,,,0,0,,,"History, Baronet, Lady, Quality, Novel, Volume","Young, Two",,Charles,,,,NA 6/17/2011
341358,"Thistlethwaite, James,",b. 1751.,"The child of misfortune; or, the history of Mrs. Gilbert. By Mr. Thistlethwaite. In two volumes. Vol. I.",London,1777,Octavo,In two volumes.,,0,Third-person,First-person,,1,0,,,"Child, Misfortune, History, Mrs., Mr., Volume",,,"Mrs. Gilbert, Mr. Thistlethwaite",,,,AFD 06/16/2011
341364,"Johnstone, Charles,",1719?-1800?,"Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes: with curious and interesting anecdotes of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany and Portugal. By an adept. Vol. I.",London,1775,Octavo,,"Dedication, Advertisement, Preface, Table of contents, Table of contents, Advertisement, Table of contents, Table of contents.",1,First-person,,,1,1,,,"Adventure, Guinea, View, Scene, Anecdote, Person, Rank, Life, Hand, It, Adept","Several, Striking, Curious, Interesting, Noted, Every","America, England, Holland, Germany, Portugal",Chrysal,"Exhibit, Pass",Guinea,"Wherein, Most",MJR 6/10/11
341366,,,"A collection of novels, selected and revised by Mrs. Griffith. Vol. I.",London,1777,Duodecimo,,"Preface, Introduction, About the author, Introduction, About the author, Introduction, About the author, Introduction, About the author",1,"First-person, Third-person","First-person, First-person, Letters",,1,1,Translation,,"Collection, Novel, Mrs., History, French, Monsieur, Slave, Mrs., Princess, Enquiry, Mrs.","Spanish, Royal, Fruitless",Cleves,"Mrs. Griffith, Zayde, Monsieur de Segrais, Oroonoko, Mrs. Behn, Mrs. Haywood","Select, Revise, Write, Write, Write",,Originally,MJR 6/15/11
341368,"Graves, Richard,",1715-1804.,"Columella; or, the distressed anchoret. A colloquial tale. By the editor of the Spiritual Quixote. Vol. I.",London,1779,Duodecimo,,Dedication,1,First-person,,,0,0,,,"Anchoret, Tale, Editor, Spiritual Quixote","Distressed, Colloquial, Spiritual",,"Columella, Don Quixote",,,,AFD 06/20/2011
341370,"Scarron,",1610-1660.,"The comic romance of Monsieur Scarron, translated by Oliver Goldsmith. In two volumes. Vol. I.",London,1775,Duodecimo,In two volumes.,"To the reader, Table of contents",0,First-person,Third-person,,0,0,Translation,,"Romance, Monsieur, Volume",Comic,,"Monsieur Scarron, Oliver Goldsmith",Translate,,,AFD 06/09/2011
341371,"Lawrence, Herbert.",,The life and adventures of common sense: an historical allegory. Vol. I. The second edition.,London,1771,Octavo,,Dedication,1,First-person,Letters,Dramatic dialogue as in a play,1,0,,,,,,,,,,MJR 6/1/11
341373,"Lawrence, Herbert.",,"The contemplative man, or the history of Christopher Crab, Esq; of North Wales. Vol. I.",London,1771,Octavo,,"Advertisement, Table of contents, Table of contents",1,Third-person,,Poems,0,0,,,"Man, History, Esq, Vol",Contemplative,North Wales,"Christopher Crab, Esq",,,,AFD /31/11
341377,,,"The correspondents, an original novel; in a series of letters. The third edition.",Dublin,1775,,,To the reader,1,Epistolary,,Poems,1,0,,,"Correspondent, Novel, Series, Letter, Edition",Original,,,,Letter,,AFD 06/10/2011
341378,,,"Correspondents, an original novel; in a series of letters. A new edition.",London,1776,Duodecimo,,,1,Epistolary,,Poem(s),0,1,,,"Correspondent, Novel, Series, Letter, Edition","Original, New",,,,Letter,,MJR 6/15/11
341379,,,The Count de Rethel: an historical novel. Taken from the French. Dedicated (by permission) to the Lady Viscountess Hereford. In three volumes. Vol. I.,London,1779,Duodecimo,In three volumes.,"Dedication, Advertisement",1,Third-person,,,0,0,Translation,,"Count, Novel, French, Permission, Lady, Viscountess, Volume",Historical,,"Count de Rethel, Lady Viscountess Hereford","Take, Dedicate",,,AFD 06/20/2011
341380,"Potter, John,",fl. 1754-1804.,"The curate of Coventry: a tale. By John Potter, author of The history and adventures of Arthur O'Bradley. [Epigraph] In two volumes. Vol. I.",London,1771,Duodecimo,In two volumes.,"Table of contents, Table of contents, Footnote, Errata",1,Third-person,First-person,,0,0,,The history and adventures of Arthur O'Bradley,"Curate, Tale, Author, Volume, Volume",,Coventry,John Potter,,,,AFD 05/25/2011 Swarthmore College
341381,"Renwick, William,",1740?-1814.,"Unfortunate lovers: or, the genuine distresses of Damon and Celia.",Bath,1771,Duodecimo,In two volumes.,Introduction,1,Epistolary,,Poems,1,0,,,"Distress, Series, Letter, General, Sir, Bart., K. B., Lover, Vol.","Genuine, Two, Unfortunate",,"Damon, Celia, General Craufurd, Sir John Hussey Delaval, Bart., Sir Francis Blake Delaval, K. B., William Renwick",,Letter,,AFD 5/31/11 Swarthmore College
341383,"Cooper, Maria Susanna.",,"The daughter: or the history of Miss Emilia Royston, and Miss Harriet Ayres; in a series of letters. By the authoress of the Exemplary Mother.",Dublin,1775,Duodecimo,,"Dedication, Preface",0,Epistolary,,Poems,0,0,,,"Daughter, History, Miss, Series, Letter, Authoress, Exemplary Mother, Mother",Exemplary,,"Miss Emilia Royston, Miss Harriet Ayres",,Letter,,AFD 06/10/2011
341384,"PreÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒâ€“vost,",1697-1763.,"The Dean of Coleraine. A moral history: founded on the memoirs of an illustrious family in Ireland. A new edition, carefully corrected and improved. In three volumes. Vol. I.",London,1780,Duodecimo,In three volumes.,"Preface, Preamble",0,First-person,,,1,0,,,"Dean, History, Memoir, Family, Edition, Volume","Moral, Illustrious, New","Ireland, Coleraine",Dean ofColeraine,"Correct, Improve, Found",,Carefully,AFD 06/21/2011
